Date,Time,Temp.[°C],pH ,mV[pH],ORP[mV],EC[µS/cm],EC Abs.[µS/cm],RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],Remarks,Interval
9/5/2023,11:17:22,20.59,5.41,72.4,273.4,30200,27660,0,15.1,18.78,12.3,14.532,,250
9/5/2023,11:22:22,20.59,5.43,71.8,273.5,30790,28210,0,15.39,19.18,12.6,14.533,,251
9/5/2023,11:27:22,20.59,5.44,71.1,273.5,30770,28190,0,15.38,19.17,12.6,14.534,,252
9/5/2023,11:32:22,20.59,5.45,70.5,273.7,30820,28240,0,15.41,19.2,12.6,14.534,,253
9/5/2023,11:37:22,20.59,5.46,69.8,273.6,30480,27920,0,15.24,18.97,12.4,14.531,,254
9/5/2023,11:42:22,20.59,5.4,73.4,273.4,30200,27670,0,15.1,18.78,12.3,14.531,,255
9/5/2023,11:47:22,20.59,5.4,73.2,273.5,30300,27760,0,15.15,18.85,12.3,14.529,,256
9/5/2023,11:52:22,20.59,5.41,72.6,273.5,30830,28250,0,15.41,19.21,12.6,14.534,,257
9/5/2023,11:57:22,20.59,5.42,72.3,273.8,30490,27940,0,15.24,18.98,12.4,14.537,,258
9/5/2023,12:02:22,20.59,5.43,71.4,273.9,29840,27340,0,14.92,18.54,12.1,14.534,,259
9/5/2023,12:07:22,20.59,5.44,70.7,273.7,30250,27720,0,15.12,18.81,12.3,14.536,,260
9/5/2023,12:12:22,20.59,5.45,70.2,274,30530,27980,0,15.26,19.01,12.5,14.536,,261
9/5/2023,12:17:22,20.59,5.46,69.5,274.1,30400,27860,0,15.2,18.92,12.4,14.537,,262
9/5/2023,12:22:22,20.59,5.42,72.3,273.5,29900,27390,0,14.95,18.57,12.1,14.538,,263
9/5/2023,12:27:22,20.59,5.42,72.3,273.1,31020,28420,0,15.51,19.34,12.7,14.537,,264
9/5/2023,12:32:22,20.59,5.42,71.8,273.2,29810,27310,0,14.9,18.51,12.1,14.534,,265
9/5/2023,12:37:22,20.59,5.43,71.4,273,30810,28230,0,15.4,19.2,12.6,14.536,,266
9/5/2023,12:42:22,20.59,5.44,70.8,272.7,30220,27690,0,15.11,18.79,12.3,14.537,,267
9/5/2023,12:47:22,20.59,5.45,70.2,272.8,30490,27940,0,15.24,18.98,12.4,14.532,,268
9/5/2023,12:52:22,20.59,5.47,69.4,272.3,30700,28130,0,15.35,19.12,12.6,14.535,,269
9/5/2023,12:57:22,20.6,5.42,72.3,272,30480,27930,0,15.24,18.97,12.4,14.536,,270
9/5/2023,13:02:22,20.6,5.42,72.3,271.8,30130,27610,0,15.06,18.73,12.3,14.531,,271
9/5/2023,13:07:22,20.6,5.42,72,272,30690,28120,0,15.34,19.11,12.5,14.538,,272
9/5/2023,13:12:22,20.6,5.43,71.5,272.1,30780,28210,0,15.39,19.18,12.6,14.533,,273
9/5/2023,13:17:22,20.61,5.44,71,272.4,31030,28440,0,15.51,19.35,12.7,14.533,,274
9/5/2023,13:22:22,20.61,5.45,70.5,272.1,30430,27890,0,15.21,18.94,12.4,14.535,,275
9/5/2023,13:27:22,20.61,5.46,69.8,272.1,30270,27740,0,15.13,18.83,12.3,14.534,,276
9/5/2023,13:32:22,20.61,5.47,69,272.3,30310,27780,0,15.15,18.85,12.3,14.536,,277
9/5/2023,13:37:22,20.61,5.49,68.3,272,30670,28110,0,15.33,19.1,12.5,14.537,,278
9/5/2023,13:42:22,20.61,5.42,72.1,272.5,30630,28070,0,15.31,19.07,12.5,14.532,,279
9/5/2023,13:47:22,20.61,5.42,71.9,272.1,30590,28040,0,15.29,19.05,12.5,14.537,,280
9/5/2023,13:52:22,20.61,5.43,71.4,272.2,30720,28160,0,15.36,19.14,12.6,14.529,,281
9/5/2023,13:57:22,20.61,5.44,70.9,272.2,31170,28570,0,15.58,19.44,12.8,14.537,,282
9/5/2023,14:02:22,20.62,5.45,70.2,272.5,31580,28950,0,15.79,19.72,13,14.537,,283
9/5/2023,14:07:22,20.62,5.46,69.8,272.1,29970,27470,0,14.98,18.62,12.2,14.533,,284
9/5/2023,14:12:22,20.62,5.47,69.3,271.6,30520,27980,0,15.26,18.99,12.5,14.534,,285
9/5/2023,14:17:22,20.62,5.48,68.8,271.9,30750,28190,0,15.37,19.15,12.6,14.534,,286
9/5/2023,14:22:22,20.63,5.49,68.1,272.3,30410,27880,0,15.2,18.92,12.4,14.529,,287
9/5/2023,14:27:22,20.63,5.5,67.4,272.3,30360,27840,0,15.18,18.89,12.4,14.531,,288
9/5/2023,14:32:22,20.63,5.51,66.8,272.7,30500,27960,0,15.25,18.98,12.4,14.529,,289
9/5/2023,14:37:22,20.63,5.44,70.9,271.9,30780,28220,0,15.39,19.17,12.6,14.528,,290
9/5/2023,14:42:22,20.63,5.45,70.6,271.6,30090,27590,0,15.04,18.7,12.2,14.532,,291
9/5/2023,14:47:22,20.64,5.45,70.1,271.6,29980,27490,0,14.99,18.63,12.2,14.535,,292
9/5/2023,14:52:22,20.64,5.46,69.6,270.9,29750,27280,0,14.87,18.47,12,14.535,,293
9/5/2023,14:57:22,20.64,5.47,69.1,270.8,30420,27900,0,15.21,18.93,12.4,14.532,,294
9/5/2023,15:02:22,20.64,5.48,68.5,270.7,30820,28260,0,15.41,19.2,12.6,14.535,,295
9/5/2023,15:07:22,20.64,5.49,67.8,271.4,30090,27600,0,15.04,18.7,12.2,14.531,,296
9/5/2023,15:12:22,20.65,5.51,67.1,270.4,30430,27920,0,15.21,18.94,12.4,14.535,,297
9/5/2023,15:17:22,20.65,5.45,70.1,270.6,30300,27790,0,15.15,18.84,12.3,14.534,,298
9/5/2023,15:22:22,20.66,5.45,70.3,270.9,30770,28230,0,15.38,19.17,12.6,14.534,,299
9/5/2023,15:27:22,20.66,5.46,69.8,271.4,30110,27620,0,15.05,18.72,12.2,14.537,,300
9/5/2023,15:32:22,20.66,5.47,69.4,271.6,30610,28090,0,15.3,19.06,12.5,14.534,,301
9/5/2023,15:37:22,20.66,5.47,69,271.4,30830,28290,0,15.41,19.21,12.6,14.534,,302
9/5/2023,15:42:22,20.66,5.49,68.2,272,30510,28000,0,15.25,18.99,12.4,14.534,,303
9/5/2023,15:47:22,20.67,5.5,67.6,271.3,30330,27830,0,15.16,18.86,12.3,14.536,,304
9/5/2023,15:52:22,20.67,5.51,66.9,271.4,31160,28600,0,15.58,19.43,12.8,14.538,,305
9/5/2023,15:57:22,20.67,5.52,66.1,271.5,30150,27670,0,15.07,18.74,12.2,14.543,,306
9/5/2023,16:02:22,20.68,5.54,65.3,271.9,31310,28740,0,15.66,19.54,12.9,14.545,,307
9/5/2023,16:07:22,20.68,5.55,64.6,271.6,30310,27820,0,15.15,18.85,12.3,14.543,,308
9/5/2023,16:12:22,20.68,5.48,68.6,271.2,30570,28060,0,15.28,19.03,12.5,14.546,,309
9/5/2023,16:17:22,20.69,5.48,68.5,271.3,30550,28040,0,15.27,19.02,12.5,14.544,,310
9/5/2023,16:22:22,20.69,5.49,68.1,270.5,30040,27580,0,15.02,18.67,12.2,14.546,,311
9/5/2023,16:27:22,20.69,5.49,67.9,270.8,30540,28040,0,15.27,19.01,12.4,14.545,,312
9/5/2023,16:32:22,20.69,5.51,67.1,270.7,29890,27450,0,14.94,18.57,12.1,14.548,,313
9/5/2023,16:37:22,20.7,5.52,66.5,271,30170,27700,0,15.08,18.76,12.3,14.549,,314
9/5/2023,16:42:22,20.71,5.53,65.7,271.3,30280,27810,0,15.14,18.83,12.3,14.551,,315
9/5/2023,16:47:22,20.71,5.54,65,271.3,30630,28130,0,15.31,19.07,12.5,14.549,,316
9/5/2023,16:52:22,20.71,5.56,64.3,271.6,30690,28190,0,15.34,19.11,12.5,14.547,,317
9/5/2023,16:57:22,20.72,5.49,68.2,271.3,30330,27860,0,15.16,18.87,12.3,14.548,,318
9/5/2023,17:02:22,20.72,5.48,68.4,271,30680,28190,0,15.34,19.11,12.5,14.55,,319
9/5/2023,17:07:22,20.72,5.49,68.2,271.3,30450,27980,0,15.23,18.95,12.4,14.549,,320
9/5/2023,17:12:22,20.73,5.5,67.8,271,30650,28160,0,15.32,19.08,12.5,14.554,,321
9/5/2023,17:17:22,20.73,5.51,67.1,271.7,30670,28180,0,15.34,19.1,12.5,14.557,,322
9/5/2023,17:22:22,20.73,5.52,66.4,272.2,29730,27320,0,14.86,18.46,12,14.561,,323
9/5/2023,17:27:22,20.73,5.53,65.5,272.7,30020,27580,0,15.01,18.66,12.2,14.557,,324
9/5/2023,17:32:22,20.72,5.55,64.6,272.5,29840,27420,0,14.92,18.53,12.1,14.556,,325
9/5/2023,17:37:22,20.72,5.56,63.8,272,30480,28000,0,15.24,18.97,12.4,14.557,,326
9/5/2023,17:42:22,20.72,5.58,63.1,271.9,30050,27610,0,15.02,18.68,12.2,14.557,,327
9/5/2023,17:47:22,20.72,5.51,66.7,271.8,30050,27610,0,15.02,18.68,12.2,14.558,,328
9/5/2023,17:52:22,20.72,5.5,67.3,271.6,29500,27100,0,14.75,18.3,11.9,14.558,,329
9/5/2023,17:57:22,20.72,5.5,67.4,270.5,29800,27370,0,14.9,18.5,12.1,14.563,,330
9/5/2023,18:02:22,20.72,5.51,66.9,270.1,30630,28140,0,15.31,19.07,12.5,14.563,,331
9/5/2023,18:07:22,20.72,5.52,66.6,269.5,30880,28370,0,15.44,19.24,12.6,14.561,,332
9/5/2023,18:12:22,20.71,5.53,66,269.5,29310,26920,0,14.65,18.17,11.8,14.561,,333
9/5/2023,18:17:22,20.7,5.54,65.1,268.7,29670,27250,0,14.83,18.42,12,14.556,,334
9/5/2023,18:22:22,20.69,5.56,64.1,268.8,29610,27190,0,14.8,18.37,12,14.562,,335
9/5/2023,18:27:22,20.69,5.57,63.5,268.1,29220,26830,0,14.61,18.11,11.8,14.564,,336
9/5/2023,18:32:22,20.69,5.51,67.1,268.5,29290,26900,0,14.65,18.16,11.8,14.566,,337
9/5/2023,18:37:22,20.69,5.51,67.2,268.6,29700,27270,0,14.85,18.44,12,14.565,,338
9/5/2023,18:42:22,20.68,5.51,66.9,269,29870,27420,0,14.93,18.56,12.1,14.572,,339
9/5/2023,18:47:22,20.68,5.52,66.5,268.9,29760,27320,0,14.88,18.48,12,14.57,,340
9/5/2023,18:52:22,20.68,5.53,66,270,30440,27940,0,15.22,18.94,12.4,14.573,,341
9/5/2023,18:57:22,20.68,5.53,65.6,268.6,29290,26890,0,14.64,18.16,11.8,14.581,,342
9/5/2023,19:02:22,20.68,5.54,65.1,268.6,29210,26810,0,14.6,18.11,11.8,14.578,,343
9/5/2023,19:07:22,20.68,5.55,64.6,268.6,29940,27480,0,14.97,18.6,12.1,14.578,,344
9/5/2023,19:12:22,20.67,5.56,63.9,269.1,30080,27610,0,15.04,18.7,12.2,14.577,,345
9/5/2023,19:17:22,20.67,5.57,63.5,268.8,29800,27350,0,14.9,18.5,12.1,14.575,,346
9/5/2023,19:22:22,20.67,5.58,63,268.6,30100,27630,0,15.05,18.71,12.2,14.58,,347
9/5/2023,19:27:22,20.67,5.59,62.1,268.8,30120,27640,0,15.06,18.72,12.2,14.582,,348
9/5/2023,19:32:22,20.67,5.61,61.3,269.5,29780,27330,0,14.89,18.49,12.1,14.583,,349
9/5/2023,19:37:22,20.67,5.62,60.8,269.7,30160,27680,0,15.08,18.75,12.3,14.582,,350
9/5/2023,19:42:22,20.67,5.53,65.7,269.2,29790,27340,0,14.89,18.5,12.1,14.588,,351
9/5/2023,19:47:22,20.66,5.53,65.7,269.8,29590,27150,0,14.79,18.36,12,14.589,,352
9/5/2023,19:52:22,20.66,5.53,65.6,269.4,29970,27500,0,14.98,18.62,12.2,14.591,,353
9/5/2023,19:57:22,20.66,5.54,65.3,269.4,29740,27290,0,14.87,18.46,12,14.596,,354
9/5/2023,20:02:22,20.66,5.55,64.9,269,30390,27880,0,15.19,18.91,12.4,14.6,,355
9/5/2023,20:07:22,20.66,5.55,64.5,268.9,30730,28190,0,15.36,19.14,12.6,14.598,,356
9/5/2023,20:12:22,20.66,5.56,64,268.8,29740,27280,0,14.87,18.46,12,14.602,,357
9/5/2023,20:17:22,20.66,5.57,63.5,269,30350,27840,0,15.17,18.88,12.4,14.598,,358
9/5/2023,20:22:22,20.66,5.58,62.9,270.1,29650,27200,0,14.82,18.4,12,14.601,,359
9/5/2023,20:27:22,20.65,5.59,62.3,269.6,30170,27680,0,15.08,18.76,12.3,14.603,,360
9/5/2023,20:32:22,20.65,5.6,61.7,269.3,29680,27230,0,14.84,18.42,12,14.604,,361
9/5/2023,20:37:22,20.65,5.61,60.9,269.8,30750,28210,0,15.37,19.15,12.6,14.605,,362
9/5/2023,20:42:22,20.65,5.63,60.1,270.1,29380,26950,0,14.69,18.22,11.9,14.609,,363
9/5/2023,20:47:22,20.65,5.64,59.6,269.5,29520,27080,0,14.76,18.32,11.9,14.611,,364
9/5/2023,20:52:22,20.64,5.54,65.1,268.9,30690,28150,0,15.34,19.11,12.5,14.611,,365
9/5/2023,20:57:22,20.64,5.54,65,268.7,29530,27080,0,14.76,18.32,11.9,14.613,,366
9/5/2023,21:02:22,20.64,5.55,64.5,269.4,29830,27360,0,14.91,18.53,12.1,14.612,,367
9/5/2023,21:07:22,20.63,5.56,64.1,270.4,30720,28170,0,15.36,19.13,12.6,14.613,,368
9/5/2023,21:12:22,20.63,5.57,63.6,270.8,29930,27450,0,14.96,18.6,12.1,14.618,,369
9/5/2023,21:17:22,20.63,5.58,63,270.3,29360,26920,0,14.68,18.21,11.9,14.619,,370
9/5/2023,21:22:22,20.62,5.59,62.3,270.2,30250,27730,0,15.12,18.81,12.3,14.617,,371
9/5/2023,21:27:22,20.62,5.6,61.9,270.4,30610,28060,0,15.3,19.06,12.5,14.621,,372
9/5/2023,21:32:22,20.62,5.61,61.2,270.9,29420,26970,0,14.71,18.25,11.9,14.626,,373
9/5/2023,21:37:22,20.61,5.62,60.6,269.1,30370,27830,0,15.18,18.89,12.4,14.625,,374
9/5/2023,21:42:22,20.61,5.63,59.9,268.7,30110,27600,0,15.05,18.72,12.2,14.629,,375
9/5/2023,21:47:22,20.61,5.64,59.3,268.5,29640,27160,0,14.82,18.39,12,14.63,,376
9/5/2023,21:52:22,20.6,5.65,58.6,268.8,30590,28030,0,15.29,19.04,12.5,14.637,,377
9/5/2023,21:57:22,20.6,5.56,63.9,268.9,30450,27900,0,15.22,18.95,12.4,14.635,,378
9/5/2023,22:02:22,20.6,5.56,63.7,269.1,30770,28190,0,15.38,19.17,12.6,14.638,,379
9/5/2023,22:07:22,20.59,5.57,63.4,269.9,29510,27040,0,14.75,18.31,11.9,14.642,,380
9/5/2023,22:12:22,20.59,5.58,63,270.1,30340,27800,0,15.17,18.88,12.4,14.641,,381
9/5/2023,22:17:22,20.59,5.58,62.7,269.4,30030,27510,0,15.01,18.66,12.2,14.643,,382
9/5/2023,22:22:22,20.59,5.59,62.1,270,30250,27710,0,15.12,18.81,12.3,14.646,,383
9/5/2023,22:27:22,20.58,5.6,61.7,269.4,30700,28120,0,15.35,19.12,12.6,14.644,,384
9/5/2023,22:32:22,20.58,5.61,61.3,268.3,30050,27530,0,15.02,18.67,12.2,14.642,,385
9/5/2023,22:37:22,20.58,5.61,60.9,268.6,30190,27660,0,15.09,18.77,12.3,14.646,,386
9/5/2023,22:42:22,20.58,5.62,60.4,268.2,30610,28030,0,15.3,19.06,12.5,14.645,,387
9/5/2023,22:47:22,20.57,5.63,59.8,268.9,30160,27630,0,15.08,18.75,12.3,14.645,,388
9/5/2023,22:52:22,20.57,5.64,59.2,269.3,29550,27060,0,14.77,18.34,12,14.647,,389
9/5/2023,22:57:22,20.57,5.66,58.4,269.3,30230,27680,0,15.11,18.8,12.3,14.643,,390
9/5/2023,23:02:22,20.57,5.67,57.6,269.8,29910,27390,0,14.95,18.58,12.2,14.641,,391
9/5/2023,23:07:22,20.56,5.68,57,270.3,30140,27600,0,15.07,18.74,12.3,14.638,,392
9/5/2023,23:12:22,20.56,5.61,61.2,269.6,30420,27860,0,15.21,18.93,12.4,14.642,,393
9/5/2023,23:17:22,20.56,5.58,62.6,268.3,29440,26960,0,14.72,18.26,11.9,14.643,,394
9/5/2023,23:22:22,20.56,5.58,62.6,268.7,29430,26950,0,14.71,18.26,11.9,14.642,,395
9/5/2023,23:27:22,20.55,5.59,62.5,267.9,30670,28070,0,15.33,19.1,12.5,14.64,,396
9/5/2023,23:32:22,20.55,5.59,62.3,268.3,29840,27310,0,14.92,18.53,12.1,14.64,,397
9/5/2023,23:37:22,20.54,5.59,62.1,268.7,29100,26640,0,14.55,18.03,11.7,14.643,,398
9/5/2023,23:42:22,20.54,5.6,61.6,269.2,30360,27790,0,15.18,18.89,12.4,14.643,,399
9/5/2023,23:47:22,20.54,5.61,61.3,269,29870,27340,0,14.93,18.55,12.1,14.647,,400
9/5/2023,23:52:22,20.54,5.61,61,268.7,29870,27330,0,14.93,18.55,12.1,14.642,,401
9/5/2023,23:57:22,20.53,5.62,60.6,269.4,29910,27370,0,14.95,18.58,12.2,14.645,,402
9/6/2023,0:02:22,20.53,5.63,60.1,269.7,29320,26830,0,14.66,18.18,11.9,14.643,,403
9/6/2023,0:07:22,20.53,5.63,59.7,269.8,30030,27480,0,15.01,18.66,12.2,14.644,,404
9/6/2023,0:12:22,20.53,5.64,59.3,269.6,30270,27690,0,15.13,18.83,12.3,14.642,,405
9/6/2023,0:17:22,20.52,5.65,58.8,269.7,30340,27760,0,15.17,18.88,12.4,14.643,,406
9/6/2023,0:22:22,20.52,5.65,58.5,269.2,30390,27800,0,15.19,18.91,12.4,14.638,,407
9/6/2023,0:27:22,20.52,5.66,58.2,268.5,29960,27410,0,14.98,18.62,12.2,14.639,,408
9/6/2023,0:32:22,20.51,5.67,57.8,268.8,30630,28020,0,15.31,19.07,12.5,14.645,,409
9/6/2023,0:37:22,20.51,5.67,57.4,268.3,30570,27960,0,15.28,19.03,12.5,14.639,,410
9/6/2023,0:42:22,20.51,5.68,57,268.1,30490,27890,0,15.24,18.98,12.5,14.639,,411
9/6/2023,0:47:22,20.51,5.69,56.4,268.9,29900,27350,0,14.95,18.58,12.2,14.645,,412
9/6/2023,0:52:22,20.5,5.7,55.9,269.1,30050,27480,0,15.02,18.68,12.2,14.645,,413
9/6/2023,0:57:22,20.5,5.71,55.5,269.1,30330,27740,0,15.16,18.87,12.4,14.643,,414
9/6/2023,1:02:22,20.49,5.72,55,269.7,30220,27630,0,15.11,18.79,12.3,14.642,,415
9/6/2023,1:07:22,20.49,5.73,54.3,270.1,29920,27360,0,14.96,18.59,12.2,14.644,,416
9/6/2023,1:12:22,20.49,5.7,55.8,269.7,30450,27840,0,15.22,18.95,12.4,14.647,,417
9/6/2023,1:17:22,20.48,5.62,60.8,269.7,30430,27820,0,15.21,18.94,12.4,14.65,,418
9/6/2023,1:22:22,20.48,5.61,61.1,269.6,30320,27720,0,15.16,18.86,12.4,14.649,,419
9/6/2023,1:27:22,20.48,5.61,61,270.1,30410,27800,0,15.2,18.92,12.4,14.649,,420
9/6/2023,1:32:22,20.47,5.62,60.7,269.4,29860,27290,0,14.93,18.55,12.2,14.646,,421
9/6/2023,1:37:22,20.47,5.62,60.6,268.8,30870,28210,0,15.43,19.24,12.7,14.648,,422
9/6/2023,1:42:22,20.47,5.62,60.3,268.5,30770,28120,0,15.38,19.17,12.6,14.646,,423
9/6/2023,1:47:22,20.46,5.62,60.5,265.8,29730,27170,0,14.86,18.46,12.1,14.648,,424
9/6/2023,1:52:22,20.46,5.62,60.3,265.2,29940,27360,0,14.97,18.6,12.2,14.646,,425
9/6/2023,1:57:22,20.46,5.63,60.2,266.5,30640,28000,0,15.32,19.08,12.6,14.652,,426
9/6/2023,2:02:22,20.45,5.63,59.8,265.4,30660,28010,0,15.33,19.1,12.6,14.646,,427
9/6/2023,2:07:22,20.45,5.64,59.5,266,30630,27980,0,15.31,19.08,12.6,14.647,,428
9/6/2023,2:12:22,20.45,5.65,59,266.2,30000,27400,0,15,18.64,12.2,14.648,,429
9/6/2023,2:17:22,20.45,5.65,58.6,266.3,31000,28320,0,15.5,19.32,12.7,14.647,,430
9/6/2023,2:22:22,20.45,5.66,58.2,266.7,30190,27580,0,15.09,18.78,12.3,14.653,,431
9/6/2023,2:27:22,20.45,5.67,57.6,267.8,30510,27870,0,15.25,18.99,12.5,14.645,,432
9/6/2023,2:32:22,20.44,5.68,56.9,267.7,30370,27740,0,15.18,18.9,12.4,14.649,,433
9/6/2023,2:37:22,20.44,5.69,56.3,267.9,30010,27410,0,15,18.65,12.2,14.647,,434
9/6/2023,2:42:22,20.44,5.7,55.7,267.7,30950,28270,0,15.47,19.29,12.7,14.643,,435
9/6/2023,2:47:22,20.44,5.71,55.2,267.7,30220,27600,0,15.11,18.8,12.3,14.642,,436
9/6/2023,2:52:22,20.44,5.72,54.6,266.9,30500,27850,0,15.25,18.98,12.5,14.648,,437
9/6/2023,2:57:22,20.43,5.73,54,266.2,30530,27880,0,15.26,19.01,12.5,14.646,,438
9/6/2023,3:02:22,20.43,5.64,59.2,266.8,30530,27880,0,15.26,19.01,12.5,14.647,,439
9/6/2023,3:07:22,20.43,5.64,59.3,266.9,30570,27910,0,15.28,19.03,12.5,14.646,,440
9/6/2023,3:12:22,20.43,5.64,59.1,267.8,30800,28120,0,15.4,19.19,12.6,14.65,,441
9/6/2023,3:17:22,20.43,5.65,58.9,267.2,30330,27700,0,15.16,18.87,12.4,14.648,,442
9/6/2023,3:22:22,20.43,5.65,58.5,268.3,30110,27490,0,15.05,18.72,12.3,14.648,,443
9/6/2023,3:27:22,20.43,5.66,58.2,268.9,29860,27260,0,14.93,18.55,12.2,14.652,,444
9/6/2023,3:32:22,20.42,5.66,58,268.4,30270,27640,0,15.13,18.83,12.4,14.648,,445
9/6/2023,3:37:22,20.42,5.67,57.9,268.5,30700,28030,0,15.35,19.12,12.6,14.648,,446
9/6/2023,3:42:22,20.42,5.68,57.3,268.6,30700,28030,0,15.35,19.12,12.6,14.65,,447
9/6/2023,3:47:22,20.42,5.68,56.9,268.7,30320,27670,0,15.16,18.86,12.4,14.649,,448
9/6/2023,3:52:22,20.41,5.69,56.6,267.8,30020,27400,0,15.01,18.66,12.2,14.65,,449
9/6/2023,3:57:22,20.41,5.69,56.3,267.2,30370,27710,0,15.18,18.89,12.4,14.649,,450
9/6/2023,4:02:22,20.4,5.7,55.8,268.3,30710,28030,0,15.35,19.13,12.6,14.65,,451
9/6/2023,4:07:22,20.39,5.71,55.4,268.1,30730,28040,0,15.36,19.14,12.6,14.652,,452
9/6/2023,4:12:22,20.39,5.72,55,268.2,31040,28320,0,15.52,19.35,12.8,14.651,,453
9/6/2023,4:17:22,20.39,5.73,54.4,269.2,31160,28430,0,15.58,19.44,12.8,14.654,,454
9/6/2023,4:22:22,20.39,5.73,53.9,270,30970,28260,0,15.48,19.31,12.7,14.654,,455
9/6/2023,4:27:22,20.39,5.74,53.3,270.6,30390,27720,0,15.19,18.91,12.4,14.655,,456
9/6/2023,4:32:22,20.39,5.75,52.7,271.6,30180,27530,0,15.09,18.77,12.3,14.656,,457
9/6/2023,4:37:22,20.38,5.77,52,272.5,30490,27810,0,15.24,18.98,12.5,14.658,,458
9/6/2023,4:42:22,20.38,5.78,51.5,272.1,30550,27860,0,15.27,19.02,12.5,14.657,,459
9/6/2023,4:47:22,20.38,5.78,51,271.9,30380,27710,0,15.19,18.9,12.4,14.657,,460
9/6/2023,4:52:22,20.37,5.79,50.7,271.1,30030,27390,0,15.01,18.67,12.3,14.654,,461
9/6/2023,4:57:22,20.37,5.8,50.3,271,29770,27150,0,14.88,18.49,12.1,14.656,,462
9/6/2023,5:02:22,20.37,5.8,50,270.5,30360,27690,0,15.18,18.89,12.4,14.658,,463
9/6/2023,5:07:22,20.37,5.81,49.6,270.6,29850,27230,0,14.92,18.54,12.2,14.654,,464
9/6/2023,5:12:22,20.37,5.69,56.5,271.4,29990,27350,0,14.99,18.64,12.2,14.655,,465
9/6/2023,5:17:22,20.37,5.68,56.9,271.6,30250,27590,0,15.12,18.82,12.4,14.658,,466
9/6/2023,5:22:22,20.37,5.68,57,271.3,30440,27760,0,15.22,18.94,12.5,14.658,,467
9/6/2023,5:27:22,20.36,5.68,56.9,270.8,30260,27590,0,15.13,18.82,12.4,14.66,,468
9/6/2023,5:32:22,20.36,5.68,56.8,269.8,30460,27770,0,15.23,18.96,12.5,14.662,,469
9/6/2023,5:37:22,20.36,5.68,56.9,270,30680,27970,0,15.34,19.11,12.6,14.66,,470
9/6/2023,5:42:22,20.36,5.69,56.4,270.3,30100,27450,0,15.05,18.71,12.3,14.663,,471
9/6/2023,5:47:22,20.36,5.7,56,271,30590,27890,0,15.29,19.05,12.6,14.661,,472
9/6/2023,5:52:22,20.36,5.71,55.5,271.7,30350,27680,0,15.18,18.89,12.4,14.659,,473
9/6/2023,5:57:22,20.36,5.71,55.2,271.1,30360,27680,0,15.18,18.89,12.4,14.663,,474
9/6/2023,6:02:22,20.35,5.72,54.9,271.5,30830,28100,0,15.41,19.21,12.7,14.665,,475
9/6/2023,6:07:22,20.34,5.72,54.5,268.4,30190,27520,0,15.09,18.77,12.3,14.665,,476
9/6/2023,6:12:22,20.34,5.73,54.3,266,30900,28160,0,15.45,19.26,12.7,14.671,,477
9/6/2023,6:17:22,20.35,5.73,53.9,266.2,29820,27180,0,14.91,18.52,12.2,14.67,,478
9/6/2023,6:22:22,20.35,5.74,53.7,266.1,30350,27670,0,15.17,18.89,12.4,14.671,,479
9/6/2023,6:27:22,20.34,5.74,53.5,265.6,30080,27420,0,15.04,18.7,12.3,14.671,,480
9/6/2023,6:32:22,20.34,5.75,53.2,265.7,30440,27750,0,15.22,18.95,12.5,14.67,,481
9/6/2023,6:37:22,20.34,5.75,52.8,266.9,30640,27930,0,15.32,19.09,12.6,14.666,,482
9/6/2023,6:42:22,20.33,5.76,52.2,267.7,30090,27420,0,15.04,18.7,12.3,14.67,,483
9/6/2023,6:47:22,20.33,5.77,51.8,267.1,30850,28110,0,15.42,19.22,12.7,14.668,,484
9/6/2023,6:52:22,20.33,5.78,51.2,268,31080,28330,0,15.54,19.39,12.8,14.672,,485
9/6/2023,6:57:22,20.33,5.79,50.8,267.7,30730,28000,0,15.36,19.14,12.6,14.671,,486
9/6/2023,7:02:22,20.33,5.8,50.2,267.6,30270,27580,0,15.13,18.83,12.4,14.675,,487
9/6/2023,7:07:22,20.33,5.81,49.6,268.9,30390,27700,0,15.19,18.91,12.5,14.674,,488
9/6/2023,7:12:22,20.33,5.82,48.8,270.6,30760,28030,0,15.38,19.17,12.7,14.676,,489
9/6/2023,7:17:22,20.33,5.84,48.1,270.8,31460,28670,0,15.73,19.64,13,14.673,,490
9/6/2023,7:22:22,20.33,5.84,47.5,271.1,30570,27860,0,15.28,19.04,12.6,14.677,,491
9/6/2023,7:27:22,20.33,5.84,47.6,269.8,31710,28900,0,15.85,19.82,13.1,14.676,,492
9/6/2023,7:32:22,20.33,5.84,47.7,266.7,30550,27840,0,15.27,19.02,12.5,14.681,,493
9/6/2023,7:37:22,20.33,5.84,47.8,267.2,31180,28410,0,15.59,19.45,12.9,14.677,,494
9/6/2023,7:42:22,20.32,5.73,54.3,266.7,30690,27970,0,15.35,19.12,12.6,14.681,,495
9/6/2023,7:47:22,20.32,5.7,55.8,266.6,30340,27640,0,15.17,18.88,12.4,14.682,,496
9/6/2023,7:52:22,20.32,5.7,55.7,266.9,30410,27710,0,15.2,18.93,12.5,14.681,,497
9/6/2023,7:57:22,20.32,5.7,55.7,266.3,30940,28180,0,15.47,19.29,12.7,14.684,,498
9/6/2023,8:02:22,20.32,5.71,55.5,267.3,30560,27840,0,15.28,19.03,12.5,14.686,,499
