4.3.4.4,T4.3,Pinguitellina,E24,1,12/1/2023 13:00,12/8/2023 13:00,139.97,131.68,2dome,12.95,10.43,2.8,0.47,NA,NA,NA,NA,NA,Aragonite,,0
4.3.4.5,T4.3,Pinguitellina,E24,4,12/1/2023 13:00,12/8/2023 13:00,109.86,103.55,2dome,11.22,9.32,2.75,0.42,NA,NA,NA,NA,NA,Aragonite,,0
4.3.5.1,T4.3,Abranda,E24,7,12/1/2023 13:00,12/8/2023 13:00,80.35,68.58,2dome,16.3,10.55,2.06,0.26,NA,NA,NA,NA,NA,Aragonite,,0
4.3.5.2,T4.3,Abranda,E24,11,12/1/2023 13:00,12/8/2023 13:00,114.44,103.37,2dome,16.52,10.83,2.13,0.27,NA,NA,NA,NA,NA,Aragonite,,0
4.3.5.3,T4.3,Abranda,E24,8,12/1/2023 13:00,12/8/2023 13:00,263.84,248.28,2dome,20.88,13.94,2.79,0.34,NA,NA,NA,NA,NA,Aragonite,,0
4.3.5.4,T4.3,Abranda,E24,3,12/1/2023 13:00,12/8/2023 13:00,108.22,93.75,2dome,18.94,11.99,2.2,0.23,NA,NA,NA,NA,NA,Aragonite,,0
4.3.5.5,T4.3,Abranda,E24,8,12/1/2023 13:00,12/8/2023 13:00,170.78,155.43,2dome,20.33,13.82,2.4,0.3,NA,NA,NA,NA,NA,Aragonite,,0
4.3.6.1,T4.3,Calcite,NA,3,12/1/2023 13:00,12/8/2023 13:00,317.16,316.09,cube,5.19,5.05,4.91,4.91,NA,NA,NA,NA,NA,Calcite,,0
4.3.6.2,T4.3,Calcite,NA,7,12/1/2023 13:00,12/8/2023 13:00,139.63,138.68,cube,4.95,4.53,2.82,2.82,NA,NA,NA,NA,NA,Calcite,,0
4.3.6.3,T4.3,Calcite,NA,9,12/1/2023 13:00,12/8/2023 13:00,182.86,181.95,cube,6.53,4.7,2.36,2.36,NA,NA,NA,NA,NA,Calcite,,0
4.3.6.4,T4.3,Calcite,NA,9,12/1/2023 13:00,12/8/2023 13:00,106.67,106.06,cube,5.23,4.46,1.79,1.79,NA,NA,NA,NA,NA,Calcite,chipped on scale,0
4.3.6.5,T4.3,Calcite,NA,7,12/1/2023 13:00,12/8/2023 13:00,359.51,358.4,cube,6.21,5.24,4.78,4.78,NA,NA,NA,NA,NA,Calcite,,0
4.3.7.1,T4.3,Tridacna,NA,6,12/1/2023 13:00,12/8/2023 13:00,380.7,371.64,cube,7.93,7.74,2.72,2.72,NA,NA,NA,NA,NA,Aragonite,,0
4.3.7.2,T4.3,Tridacna,NA,2,12/1/2023 13:00,12/8/2023 13:00,94.99,88.63,cube,6.82,5.61,1.44,1.44,NA,NA,NA,NA,NA,Aragonite,,0
4.3.7.3,T4.3,Tridacna,NA,2,12/1/2023 13:00,12/8/2023 13:00,232.29,219.87,cube,10.04,9.48,1.34,1.34,NA,NA,NA,NA,NA,Aragonite,,0
4.3.7.4,T4.3,Tridacna,NA,9,12/1/2023 13:00,12/8/2023 13:00,168.66,164.62,cube,7.17,4.29,2.67,2.67,NA,NA,NA,NA,NA,Aragonite,,0
4.3.7.5,T4.3,Tridacna,NA,5,12/1/2023 13:00,12/8/2023 13:00,115.74,111.24,cube,7.73,5.08,1.63,1.63,NA,NA,NA,NA,NA,Aragonite,,0
4.3.8.1,T4.3,Liloa,124.7,1,12/1/2023 13:00,12/8/2023 13:00,33.68,25.75,cylinder,10.35,4.2,3.63,0.12,NA,NA,NA,NA,NA,Aragonite,,0
4.3.8.2,T4.3,Liloa,124.7,4,12/1/2023 13:00,12/8/2023 13:00,41.29,33.78,cylinder,9.44,4.28,3.93,0.15,NA,NA,NA,NA,NA,Aragonite,,0
4.3.8.3,T4.3,Liloa,124.7,4,12/1/2023 13:00,12/8/2023 13:00,64.06,49.78,cylinder,11.66,5.19,4.68,0.19,NA,NA,NA,NA,NA,Aragonite,,0
4.3.8.4,T4.3,Liloa,124.7,4,12/1/2023 13:00,12/8/2023 13:00,35.75,28.22,cylinder,9.87,4.07,3.68,0.21,NA,NA,NA,NA,NA,Aragonite,chipped on scale badly,0
4.3.8.5,T4.3,Liloa,124.7,9,12/1/2023 13:00,12/8/2023 13:00,73.74,63.89,cylinder,13.77,5.47,4.65,0.11,NA,NA,NA,NA,NA,Aragonite,,0
4.3.9.1,T4.3,Ethalia,124.7,11,12/1/2023 13:00,12/8/2023 13:00,184.95,174.21,sphere,10.01,9.04,7.55,0.27,NA,NA,NA,NA,NA,Aragonite,,0
4.3.9.2,T4.3,Ethalia,124.7,10,12/1/2023 13:00,12/8/2023 13:00,593.7,581.51,sphere,14.04,12.16,9.94,0.37,NA,NA,NA,NA,NA,Aragonite,,0
4.3.9.3,T4.3,Ethalia,124.7,6,12/1/2023 13:00,12/8/2023 13:00,150.57,142.88,sphere,9.58,8.18,7.08,0.25,NA,NA,NA,NA,NA,Aragonite,,0
4.3.9.4,T4.3,Ethalia,124.7,2,12/1/2023 13:00,12/8/2023 13:00,115.81,108.32,sphere,8.52,7.48,6.52,0.28,NA,NA,NA,NA,NA,Aragonite,,0
4.3.9.5,T4.3,Ethalia,124.7,2,12/1/2023 13:00,12/8/2023 13:00,394.64,383.52,sphere,12.1,11.01,8.91,0.37,NA,NA,NA,NA,NA,Aragonite,,0
4.3.10.1,T4.3,Natica,124.7,9,12/1/2023 13:00,12/8/2023 13:00,177.12,166,sphere,9.49,5.55,7.62,0.22,NA,NA,NA,NA,NA,Aragonite,,0
4.3.10.2,T4.3,Natica,124.7,8,12/1/2023 13:00,12/8/2023 13:00,142.04,135.98,sphere,8.25,4.66,6.34,0.25,NA,NA,NA,NA,NA,Aragonite,,0
4.3.10.3,T4.3,Natica,124.7,8,12/1/2023 13:00,12/8/2023 13:00,256.09,239.54,sphere,9.59,5.54,8.75,0.33,NA,NA,NA,NA,NA,Aragonite,,0
4.3.10.4,T4.3,Natica,124.7,3,12/1/2023 13:00,12/8/2023 13:00,53.84,50.78,sphere,6.2,3.78,5.22,0.22,NA,NA,NA,NA,NA,Aragonite,,0
4.3.10.5,T4.3,Natica,124.7,8,12/1/2023 13:00,12/8/2023 13:00,132.59,127.06,sphere,8.24,4.64,6.02,0.26,NA,NA,NA,NA,NA,Aragonite,,0
4.3.11.1,T4.3,Scaphopod,124.7,4,12/1/2023 13:00,12/8/2023 13:00,113.96,97.57,2cone,3.31,0.99,32.92,0.14,NA,NA,NA,NA,NA,Aragonite,,0
4.3.11.2,T4.3,Scaphopod,124.7,3,12/1/2023 13:00,12/8/2023 13:00,78.06,70.17,2cone,2.49,0.91,27.09,0.26,NA,NA,NA,NA,NA,Aragonite,,0
4.3.11.3,T4.3,Scaphopod,124.7,1,12/1/2023 13:00,12/8/2023 13:00,105.12,90.78,2cone,2.85,0.98,30.8,0.21,NA,NA,NA,NA,NA,Aragonite,,0
4.3.11.4,T4.3,Scaphopod,124.7,7,12/1/2023 13:00,12/8/2023 13:00,39.67,37.23,2cone,2.12,1,13.75,0.3,NA,NA,NA,NA,NA,Aragonite,,0
4.3.11.5,T4.3,Scaphopod,124.7,3,12/1/2023 13:00,12/8/2023 13:00,67.87,55.44,2cone,2.82,1.91,19.28,0.21,NA,NA,NA,NA,NA,Aragonite,,0
